concept id	cpt code	consumer friendly descriptor
1002925	00830	anesthesia
1002926	00832	anesthesia
1002927	00834	anesthesia
1002928	00836	anesthesia
1002930	00840	anesthesia
1002931	00842	anesthesia
1002932	00844	anesthesia
1002933	00846	anesthesia
1002934	00848	anesthesia
1002935	00851	anesthesia
1002937	00860	anesthesia
1002938	00862	anesthesia
1002939	00864	anesthesia
1002940	00865	anesthesia
1002941	00866	anesthesia
1002942	00868	anesthesia
1002943	00870	anesthesia
1002945	00872	anesthesia
1002946	00873	anesthesia
1002948	00880	anesthesia
1002949	00882	anesthesia
1002951	00902	anesthesia
1002952	00904	anesthesia
1002953	00906	anesthesia
1002954	00908	anesthesia
1002956	00910	anesthesia
1002957	00912	anesthesia
1002958	00914	anesthesia
1002959	00916	anesthesia
1002960	00918	anesthesia
1002962	00920	anesthesia
1002963	00921	anesthesia
1002964	00922	anesthesia
1002965	00924	anesthesia
1002966	00926	anesthesia
1002967	00928	anesthesia
1002968	00930	anesthesia
1002969	00932	anesthesia
1002970	00934	anesthesia
1002971	00936	anesthesia
1002972	00938	anesthesia
1002974	00940	anesthesia
1002975	00942	anesthesia
1002976	00944	anesthesia
1002977	00948	anesthesia
1002978	00950	anesthesia
1002979	00952	anesthesia
1002981	01112	anesthesia
1002982	01120	anesthesia
1002983	01130	anesthesia
1002984	01140	anesthesia
1002985	01150	anesthesia
1002986	01160	anesthesia
1002987	01170	anesthesia
1002988	01173	anesthesia
1002993	01200	anesthesia
1002994	01202	anesthesia
1002996	01210	anesthesia
1002997	01212	anesthesia
1002998	01214	anesthesia
1002999	01215	anesthesia
1003000	01220	anesthesia
1003002	01230	anesthesia
1003003	01232	anesthesia
1003004	01234	anesthesia
1003005	01250	anesthesia
1003006	01260	anesthesia
1003008	01270	anesthesia
1003009	01272	anesthesia
1003010	01274	anesthesia
1003012	01320	anesthesia
1003013	01340	anesthesia
1003014	01360	anesthesia
1003015	01380	anesthesia
1003016	01382	anesthesia
1003017	01390	anesthesia
1003018	01392	anesthesia
1003020	01400	anesthesia
1003021	01402	anesthesia
1003022	01404	anesthesia
1003023	01420	anesthesia
1003025	01430	anesthesia
1003026	01432	anesthesia
1003028	01440	anesthesia
1003029	01442	anesthesia
1003030	01444	anesthesia
1003032	01462	anesthesia
1003033	01464	anesthesia
1003035	01470	anesthesia
1003036	01472	anesthesia
1003037	01474	anesthesia
1003039	01480	anesthesia
1003040	01482	anesthesia
1003041	01484	anesthesia
1003042	01486	anesthesia
1003043	01490	anesthesia
1003045	01500	anesthesia
1003046	01502	anesthesia
1003048	01520	anesthesia
1003049	01522	anesthesia
1003051	01610	anesthesia
1003052	01620	anesthesia
1003053	01622	anesthesia
1003055	01630	anesthesia
1003057	01634	anesthesia
1003058	01636	anesthesia
1003059	01638	anesthesia
1003061	01650	anesthesia
1003062	01652	anesthesia
1003063	01654	anesthesia
1003064	01656	anesthesia
1003065	01670	anesthesia
1003067	01680	anesthesia
1003071	01710	anesthesia
1003072	01712	anesthesia
1003073	01714	anesthesia
1003074	01716	anesthesia
1003075	01730	anesthesia
1003076	01732	anesthesia
1003078	01740	anesthesia
1003079	01742	anesthesia
1003080	01744	anesthesia
1003081	01756	anesthesia
1003082	01758	anesthesia
1003083	01760	anesthesia
1003085	01770	anesthesia
1003086	01772	anesthesia
1003088	01780	anesthesia
1003089	01782	anesthesia
1003091	01810	anesthesia
1003092	01820	anesthesia
1003093	01829	anesthesia
1003095	01830	anesthesia
1003096	01832	anesthesia
1003098	01840	anesthesia
1003099	01842	anesthesia
1003100	01844	anesthesia
1003102	01850	anesthesia
1003103	01852	anesthesia
1003104	01860	anesthesia
1003107	01916	anesthesia
1003108	01920	anesthesia
1003109	01922	anesthesia
1003111	01924	anesthesia
1003112	01925	anesthesia
1003113	01926	anesthesia
1003115	01930	anesthesia
1003116	01931	anesthesia
1003117	01932	anesthesia
1003118	01933	anesthesia
1018250	01935	anesthesia
1018251	01936	anesthesia
1003121	01951	anesthesia
1003122	01952	anesthesia
1003123	01953	anesthesia
1003125	01958	anesthesia
1003126	01960	anesthesia
1003127	01961	anesthesia
1003128	01962	anesthesia
1003129	01963	anesthesia
1003130	01965	anesthesia
1003131	01966	anesthesia
1003132	01967	anesthesia
1003133	01968	anesthesia
1003134	01969	anesthesia
1003136	01990	physiological support
1003138	01991	anesthesia
1003139	01992	anesthesia
1003141	01996	daily hospital management of continuous spinal drug administration
1003142	01999	anesthesia procedure
1034968	10004	fine needle aspiration of additional lesion
1003146	10021	fine needle aspiration of first lesion
1034969	10005	fine needle aspiration of first lesion
1034970	10006	fine needle aspiration of additional lesion
1034971	10007	fine needle aspiration of first lesion
1034972	10008	fine needle aspiration of additional lesion
1034973	10009	fine needle aspiration of first lesion
1034974	10010	fine needle aspiration of additional lesion
1034975	10011	fine needle aspiration of first lesion
1034976	10012	fine needle aspiration of additional lesion
1021256	10030	fluid collection drainage by catheter
1027681	10035	placement of soft tissue localization device accessed through the skin
1027682	10036	placement of soft tissue localization device accessed through the skin
1003151	10040	acne surgery
1003153	10060	drainage of abscess
1003154	10061	drainage of multiple abscess
1003156	10080	drainage of tailbone cyst
1003157	10081	drainage of tailbone cyst
1003159	10120	removal of foreign body from tissue, accessed beneath the skin
1003160	10121	removal of foreign body from tissue, accessed beneath the skin
1003161	10140	drainage of blood or fluid accumulation
1003162	10160	aspiration of abscess, blood accumulation, blister, or cyst
1003163	10180	drainage of wound infection after surgery
1003166	11000	removal of inflamed or infected skin, up to 10% of body surface
1003167	11001	removal of inflamed or infected skin
1003169	11004	removal of infected skin, tissue or muscle of genitals
1003170	11005	removal of infected skin, tissue or muscle of abdomen
1003171	11006	removal of infected skin, tissue or muscle of genitals, perineum, or abdomen
1003172	11008	removal of infected artificial material or mesh from abdomen
1003174	11010	removal of foreign material from skin and tissue
1003175	11011	removal of foreign material from skin, tissue, and muscle
1003176	11012	removal of foreign material from skin, tissue, muscle, and bone
1003180	11042	removal of skin and tissue first 20 sq cm or less
1020308	11045	removal of skin and tissue
1003181	11043	removal of skin and/or muscle first 20 sq cm or less
1020309	11046	removal of skin and/or muscle
1003182	11044	removal of skin and bone first 20 sq cm or less
1020310	11047	removal of skin and bone
1003185	11055	removal of single thickened skin growth
1003186	11056	removal of 2 to 4 thickened skin growths
1003187	11057	removal of more than 4 thickened skin growths
1034977	11102	tangential biopsy of single skin lesion
1034978	11103	tangential biopsy of additional skin lesion
1034979	11104	punch biopsy of single skin lesion
1034980	11105	punch biopsy of additional skin lesion
1034981	11106	incisional biopsy of single skin lesion
1034982	11107	incisional biopsy of additional skin lesion
1003194	11200	removal of up to and including 15 skin tags
1003195	11201	removal of skin tags
1003198	11300	shaving of 0.5 centimeters or less skin growth of the trunk, arms, or legs
1003199	11301	shaving of 0.6 centimeters to 1.0 centimeters skin growth of the trunk, arms, or legs
1003200	11302	shaving of 1.1 to 2.0 centimeters skin growth of the trunk, arms, or legs
1003201	11303	shaving of over 2.0 centimeters skin growth of the trunk, arms, or legs
1003203	11305	shaving of 0.5 centimeters or less skin growth of scalp, neck, hands, feet, or genitals
1003204	11306	shaving of 0.6 centimeters to 1.0 centimeters skin growth of scalp, neck, hands, feet, or genitals
1003205	11307	shaving of 1.1 to 2.0 centimeters skin growth of scalp, neck, hands, feet, or genitals
1003206	11308	shaving of over 2.0 centimeters skin growth of scalp, neck, hands, feet, or genitals
1003208	11310	shaving of 0.5 centimeters or less skin growth of face, ears, eyelids, nose, lips, or mouth
1003209	11311	shaving of 0.6 centimeters to 1.0 centimeters skin growth of face, ears, eyelids, nose, lips, or mouth
1003210	11312	shaving of 1.1 to 2.0 centimeters skin growth of face, ears, eyelids, nose, lips, or mouth
1003211	11313	shaving of over 2.0 centimeters skin growth of face, ears, eyelids, nose, lips, or mouth
1003214	11400	removal of growth of the trunk, arms or legs
1003215	11401	removal of growth of the trunk, arms, or legs
1003216	11402	removal of growth of the trunk, arms, or legs
1003217	11403	removal of growth of the trunk, arms, or legs
1003218	11404	removal of growth of the trunk, arms, or legs
1003219	11406	removal of growth of the trunk, arms, or legs
1003221	11420	removal of growth of the scalp, neck, hands, feet, or genitals
1003222	11421	removal of growth of the scalp, neck, hands, feet, or genitals
1003223	11422	removal of growth of the scalp, neck, hands, feet, or genitals
1003224	11423	removal of growth of the scalp, neck, hands, feet, or genitals
1003225	11424	removal of growth of the scalp, neck, hands, feet, or genitals
1003226	11426	removal of growth of the scalp, neck, hands, feet, or genitals
1003228	11440	removal of growth of the face, ears, eyelids, nose, lips, or mouth
1003229	11441	removal of growth of the face, ears, eyelids, nose, lips, or mouth
1003230	11442	removal of growth of the face, ears, eyelids, nose, lips, or mouth
1003231	11443	removal of growth of face, ears, eyelids, nose, lips, or mouth
1003232	11444	removal growth of face, ears, eyelids, nose, lips, or mouth
1003233	11446	removal growth of the face, ears, eyelids, nose, lips, or mouth
1003235	11450	removal of skin and tissue beneath the skin of underarms
1003236	11451	removal of skin and tissue beneath the skin of underarms
1003238	11462	removal of skin and tissue beneath the skin of groin
1003239	11463	removal of skin and tissue beneath the skin of groin
1003241	11470	removal of skin and tissue beneath the skin of anus or navel
1003242	11471	removal of skin and tissue beneath the skin of anus or navel
1003245	11600	removal of malignant growth of the trunk, arms, or legs
1003246	11601	removal of malignant growth of the trunk, arms, or legs
1003247	11602	removal of malignant growth of the trunk, arms, or legs
1003248	11603	removal of malignant growth of the trunk, arms, or legs
1003249	11604	removal of malignant growth of the trunk, arms, or legs
1003250	11606	removal of malignant growth of the trunk, arms, or legs
1003252	11620	removal of malignant growth of the scalp, neck, hands, feet, or genitals
1003253	11621	removal of malignant growth of the scalp, neck, hands, feet, or genitals
1003254	11622	removal of malignant growth of the scalp, neck, hands, feet, or genitals
1003255	11623	removal of malignant growth of the scalp, neck, hands, feet, or genitals
1003256	11624	removal of malignant growth of the scalp, neck, hands, feet, or genitals
1003257	11626	removal of malignant growth of the scalp, neck, hands, feet, or genitals
1003259	11640	removal of malignant growth of the face, ears, eyelids, nose, or lips
1003260	11641	removal of malignant growth of the face, ears, eyelids, nose, or lips
1003261	11642	removal of malignant growth of the face, ears, eyelids, nose, or lips
1003262	11643	removal of malignant growth of the face, ears, eyelids, nose, or lips
1003263	11644	removal of malignant growth of the face, ears, eyelids, nose, or lips
1003264	11646	removal of malignant growth of the face, ears, eyelids, nose, or lips
1003266	11719	trimming of fingernails or toenails
1003268	11720	removal of tissue from 1 to 5 finger or toe nails
1003269	11721	removal of tissue from 6 or more finger or toe nails
1003271	11730	separation of nail plate from nail bed
1003272	11732	separation of nail plate from nail bed
1003273	11740	removal of blood accumulation between nail and nail bed
1003274	11750	removal of nail
1003276	11755	biopsy of finger or toe nail
1003277	11760	repair of finger or toe nail bed
1003278	11762	repair of finger or toe nail bed
1003279	11765	removal of skin of finger or toe nail
1003282	11770	removal of tailbone cyst
1003283	11771	removal of tailbone cyst
1003284	11772	removal of tailbone cyst
1003287	11900	injection of up to 7 skin growths
1003288	11901	injection of more than 7 skin growths
1003290	11920	introduction of pigment into skin to correct color defect
1003291	11921	introduction of pigment into skin to correct color defect
1003292	11922	introduction of pigment into skin to correct color defect
1003294	11950	injection of 1 cc or less filling material into tissue
1003295	11951	injection of 1.1 to 5.0 cc filling material, beneath the skin
1003296	11952	injection of 5.1 to 10.0 cc filling material into tissue
1003297	11954	injection of over 10.0 cc filling material, beneath the skin
1003298	11960	insertion of tissue expanders
1003299	11970	replacement of tissue expander
1003300	11971	removal of tissue expanders
1003302	11976	removal of implantable contraceptive capsules
1003304	11980	insertion of hormone pellets beneath the skin
1003305	11981	insertion of drug delivery implant into tissue
1003306	11982	removal of drug delivery implant from tissue
1003307	11983	removal
1003311	12001	repair of wound of the scalp, neck, underarms, trunk, arms and/or legs
1003312	12002	repair of wound of the scalp, neck, underarms, genitals, trunk, arms and/or legs
1003313	12004	repair of wound of the scalp, neck, underarms, genitals, trunk, arms and/or legs
1003314	12005	repair of wound of the scalp, neck, underarms, genitals, trunk, arms and/or legs
1003315	12006	repair of wound of the scalp, neck, underarms, genitals, trunk, arms and/or legs
1003316	12007	repair of wound of the scalp, neck, underarms, genitals, trunk, arms and/or legs
1003318	12011	repair of wound of the face, ears, eyelids, nose, lips, and/or mucous membranes
1003319	12013	repair of wound of the face, ears, eyelids, nose, lips, and/or mucous membranes
1003320	12014	repair of wound of the face, ears, eyelids, nose, lips, and/or mucous membranes
1003321	12015	repair of wound of the face, ears, eyelids, nose, lips, and/or mucous membranes
1003322	12016	repair of wound of the face, ears, eyelids, nose, lips, and/or mucous membranes
1003323	12017	repair of wound of the face, ears, eyelids, nose, lips, and/or mucous membranes
1003324	12018	repair of wound of the face, ears, eyelids, nose, lips, and/or mucous membranes
1003326	12020	repair of separation of wound closure
1003327	12021	repair of separation of wound closure
1003330	12031	repair of wound of the scalp, underarms, trunk, arms, and/or legs
1003331	12032	repair of wound of the scalp, underarms, trunk, arms, and/or legs
1003332	12034	repair of wound of the scalp, underarms, trunk, arms, and/or legs
1003333	12035	repair of wound of the scalp, underarms, trunk, arms, and/or legs
1003334	12036	repair of wound of the scalp, underarms, trunk, arms, and/or legs
1003335	12037	repair of wound of the scalp, underarms, trunk, arms, and/or legs
1003337	12041	repair of wound of neck, hands, feet, and/or genitals
1003338	12042	repair of wound of neck, hands, feet, and/or genitals
1003339	12044	repair of wound of neck, hands, feet, and/or genitals
1003340	12045	repair of wound of neck, hands, feet, and/or genitals
1003341	12046	repair of wound of neck, hands, feet, and/or genitals
1003342	12047	repair of wound of neck, hands, feet, and/or genitals
1003344	12051	repair of wound of face, ears, eyelids, nose, lips, and/or mouth
1003345	12052	repair of wound of face, ears, eyelids, nose, lips, and/or mouth
1003346	12053	repair of wound of face, ears, eyelids, nose, lips, and/or mouth
1003347	12054	repair of wound of face, ears, eyelids, nose, lips, and/or mouth
1003348	12055	repair of wound of face, ears, eyelids, nose, lips, and/or mouth
1003349	12056	repair of wound of face, ears, eyelids, nose, lips, and/or mouth
1003350	12057	repair of wound of face, ears, eyelids, nose, lips, and/or mouth
1003353	13100	repair of wound of trunk
1003354	13101	repair of wound of trunk
1003355	13102	repair of wound of trunk
1003357	13120	repair of wound of scalp, arms, and/or legs
1003358	13121	repair of wound of scalp, arms, and/or legs
1003359	13122	repair of wound of scalp, arms, and/or legs
1003361	13131	repair of wound of forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, and/or feet
1003362	13132	repair of wound of forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, and/or feet
1003363	13133	repair of wound of forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, and/or feet
1003366	13151	repair of wound of eyelids, nose, ears, and/or lips
1003367	13152	repair of wound of eyelids, nose, ears, and/or lips
1003368	13153	repair of wound of eyelids, nose, ears, and/or lips
1003369	13160	second repair of surgical wound
1003372	14000	tissue transfer repair of wound of the trunk
1003373	14001	tissue transfer repair of wound of the trunk
1003375	14020	tissue transfer repair of wound of the scalp, arms, and/or legs
1003376	14021	tissue transfer repair of wound of the scalp, arms, and/or legs
1003378	14040	tissue transfer repair of wound of the forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, and/or feet
1003379	14041	tissue transfer repair of wound of the forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, and/or feet
1003381	14060	tissue transfer repair of wound of eyelids, nose, ears, and/or lips
1003382	14061	tissue transfer repair of wound of eyelids, nose, ears, and/or lips
1019949	14301	tissue transfer repair of wound 
1019950	14302	tissue transfer repair of wound 
1003384	14350	repair of tissue loss of finger or toe
1014672	15002	preparation of graft site
1014670	15003	preparation of graft site
1014947	15004	preparation of graft site of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes 
1014945	15005	preparation of graft site of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes
1003392	15040	relocation of skin 
1003393	15050	skin graft to tip of finger or toe
1003395	15100	skin graft
1003396	15101	skin graft
1013999	15110	skin graft
1003398	15111	skin graft
1014000	15115	skin graft of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes 
1003400	15116	skin graft of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes
1003402	15120	skin graft of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes 
1003403	15121	skin graft of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes
1014001	15130	skin graft
1003405	15131	skin graft
1014002	15135	skin graft of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes 
1003407	15136	skin graft of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes
1014003	15150	skin graft
1003409	15151	skin graft
1003410	15152	skin graft
1014004	15155	skin graft of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes 
1003412	15156	skin graft of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes
1003413	15157	skin graft of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes
1003420	15200	relocation of patient skin to trunk
1003421	15201	relocation of patient skin to trunk
1003423	15220	relocation of patient skin to scalp, arms, and/or legs
1003424	15221	relocation of patient skin to scalp, arms, and/or legs
1003426	15240	relocation of patient skin to forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, and/or feet 
1003427	15241	relocation of patient skin to forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, and/or feet
1003429	15260	relocation of patient skin to nose, ears, eyelids, and/or lips 
1003430	15261	relocation of patient skin to nose, ears, eyelids, and/or lips
1020603	15271	application of skin substitute 
1020604	15272	application of skin substitute to trunk, arms, or legs
1020605	15273	application of skin substitute 
1020606	15274	application of skin substitute to trunk, arms, or legs
1020607	15275	application of skin substitute 
1020608	15276	application of skin substitute to face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes
1020609	15277	application of skin substitute 
1020610	15278	application of skin substitute to face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes
1003456	15570	creation of flap graft to trunk
1003457	15572	creation of flap graft to scalp, arms, or legs
1003458	15574	creation of flap graft to forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, or feet
1003459	15576	creation of flap graft to eyelids, nose, ears, lips, or mouth
1003461	15600	transfer of skin flap to trunk
1003462	15610	transfer of skin flap to scalp, arms, or legs
1003463	15620	transfer of skin flap to forehead, cheeks, chin, neck, underarms, genitals, hands, or feet
1003464	15630	transfer of skin flap to eyelids, nose, ears, or lips
1003465	15650	transfer of skin flap
1030897	15730	creation of flap graft to midface
1014744	15731	creation of flap graft to nose, forehead, temple, or scalp
1030898	15733	creation of flap graft to head and/or neck
1003468	15734	muscle flap wound repair
1003469	15736	muscle flap wound repair of arm
1003470	15738	muscle flap wound repair of leg
1003473	15740	creation of skin and tissue graft
1003474	15750	creation of nerve and blood vessel skin graft
1003475	15756	creation of muscle and blood vessel skin graft
1003476	15757	creation of muscle and blood vessel skin graft
1003477	15758	creation of muscle and blood vessel skin graft
1003479	15760	creation of multiple tissue skin graft
1003480	15770	creation of skin, fat and muscle graft
1003482	15775	hair transplant 
1003483	15776	hair transplant 
1020611	15777	implantation of biologic implant to soft tissue
1003486	15780	scraping of skin of face
1003487	15781	scraping of skin of face
1003488	15782	scraping of skin
1003489	15783	scraping of skin
1003491	15786	scraping of skin growth
1003492	15787	scraping of multiple skin growths
1003494	15788	chemical peel of skin of face
1003495	15789	chemical peel of skin of face
1003497	15792	chemical peel of skin of face
1003498	15793	chemical peel of skin
1003499	15819	removal of excessive skin of neck
1003500	15820	removal of excessive skin of lower eyelid
1003501	15821	removal of excessive skin of lower eyelid and fat around eye
1003502	15822	removal of excessive skin of upper eyelid
1003503	15823	removal of excessive skin and fat of upper eyelid
1003505	15824	incision, stretching, and suture of forehead skin
1003506	15825	incision, stretching, and suture of neck skin
1003507	15826	incision, stretching, and suture of skin between eyebrows
1003508	15828	incision, stretching, and suture of skin
1003509	15829	removal of excessive skin
1014746	15830	removal of excessive skin and tissue beneath the skin of abdomen
1003512	15832	removal of excessive skin and tissue beneath the skin of thigh
1003513	15833	removal of excessive skin and tissue beneath the skin of leg
1003514	15834	removal of excessive skin and tissue beneath the skin of hip
1003515	15835	removal of excessive skin and tissue beneath the skin of buttock
1003516	15836	removal of excessive skin and tissue beneath the skin of arm
1003517	15837	removal of excessive skin and tissue beneath the skin of lower arm or hand
1003518	15838	removal of excessive skin and tissue beneath the skin under chin
1003519	15839	removal of excessive skin and tissue beneath the skin
1003521	15840	graft to relieve or reactivate facial paralysis
1003522	15841	graft to relieve or reactivate facial paralysis
1003523	15842	graft to relieve or reactivate facial paralysis
1003524	15845	graft to relieve or reactivate facial paralysis
1014669	15847	removal of additional excessive skin and tissue beneath the skin of abdomen
1003525	15850	removal of sutures under anesthesia by same surgeon
1003526	15851	removal of sutures under anesthesia by other surgeon
1003527	15852	dressing change under anesthesia
1003528	15860	injection of agent into vein to assess blood flow of skin graft or flap
1003530	15876	suction assisted removal of fat from head and neck
1003531	15877	suction assisted removal of fat from trunk
1003532	15878	suction assisted removal of fat from arm
1003533	15879	suction assisted removal of fat from leg
1003536	15920	removal of pressure sore and bone
1003537	15922	removal of pressure sore and bone
1003538	15931	removal of pressure sore of sacrum
1003539	15933	removal of pressure sore and bone
1003540	15934	removal of pressure sore
1003541	15935	removal of pressure sore and bone
1003542	15936	removal of pressure sore
1003543	15937	removal of pressure sore and bone
1003544	15940	removal of pressure sore
1003545	15941	removal of pressure sore and lower pelvic bone
1003546	15944	removal of pressure sore
1003547	15945	removal of pressure sore and lower pelvic bone
1003548	15946	removal of pressure sore and lower pelvic bone
1003549	15950	removal of pressure sore
1003550	15951	removal of pressure sore and bone
1003551	15952	removal of pressure sore
1003552	15953	removal of pressure sore and bone
1003553	15956	removal of pressure sore
1003554	15958	removal of pressure sore and bone
1003555	15999	removal of pressure sore
1003557	16000	first degree burn treatment
1003559	16020	dressing change and/or removal of burn tissue 
1003560	16025	dressing change and/or removal of burn tissue 
1003561	16030	dressing change and/or removal of burn tissue 
1003563	16035	incision of burn tissue
1003564	16036	incision of burn tissue
1003568	17000	destruction of skin growth
1003569	17003	destruction of 2-14 skin growths
1003571	17004	destruction of 15 or more skin growths
1003573	17106	destruction of skin growth 
1003574	17107	destruction of skin growth 
1003575	17108	destruction of skin growth 
1003577	17110	destruction of up to 14 skin growths
1003578	17111	destruction of 15 or more skin growths
1003579	17250	application of chemical agent to excessive wound tissue
1003582	17260	destruction of malignant growth of trunk, arms, or legs
1003583	17261	destruction of malignant growth of trunk, arms, or legs
1003584	17262	destruction of malignant growth of trunk, arms, or legs
1003585	17263	destruction of malignant growth of trunk, arms, or legs
1003586	17264	destruction of malignant growth of trunk, arms, or legs
1003587	17266	destruction of malignant growth of trunk, arms, or legs
1003589	17270	destruction of malignant growth of scalp, neck, hands, feet, or genitals
1003590	17271	destruction of malignant growth of scalp, neck, hands, feet, or genitals
1003591	17272	destruction of malignant growth of scalp, neck, hands, feet, or genitals
1003592	17273	destruction of malignant growth of scalp, neck, hands, feet, or genitals
1003593	17274	destruction of malignant growth of scalp, neck, hands, feet, or genitals
1003594	17276	destruction of malignant growth of scalp, neck, hands, feet, or genitals
1003596	17280	destruction of malignant growth of face, ears, eyelids, nose, lips, or mouth
1003597	17281	destruction of malignant growth of face, ears, eyelids, nose, lips, or mouth
1003598	17282	destruction of malignant growth of face, ears, eyelids, nose, lips, or mouth
1003599	17283	destruction of malignant growth of face, ears, eyelids, nose, lips, or mouth
1003600	17284	destruction of malignant growth of face, ears, eyelids, nose, lips, or mouth
1003601	17286	destruction of malignant growth of face, ears, eyelids, nose, lips, or mouth
1014938	17311	removal and microscopic examination of growth of the head, neck, hands, feet, or genitals 
1014673	17312	removal and microscopic examination of growth of the head, neck, hands, feet, or genitals
1014675	17313	removal and microscopic examination of growth of the trunk, arms, or legs 
1014676	17314	removal and microscopic examination of growth of the trunk, arms, or legs
1014677	17315	removal and microscopic examination of growth of the trunk, arms, or legs
1003610	17340	chemical treatment of acne
1003611	17360	chemical treatment of acne
1003612	17380	hair removal by electrolysis, each 30 minutes
1003613	17999	skin, mucus membrane and beneath the skin procedure
1003616	19000	aspiration of breast cyst
1003617	19001	puncture aspiration of breast cyst
1003618	19020	drainage of breast abscess
1003619	19030	injection
1021257	19081	biopsy of breast accessed through the skin
1021258	19082	biopsy of breast accessed through the skin
1021259	19083	biopsy of breast accessed through the skin
1021260	19084	biopsy of breast accessed through the skin
1021261	19085	biopsy of breast accessed through the skin
1021262	19086	biopsy of breast accessed through the skin
1003622	19100	needle biopsy of breast
1003623	19101	biopsy of breast, open procedure
1014872	19105	freezing of breast growth
1003626	19110	exploration of breast nipple
1003627	19112	removal of abnormal drainage of breast duct
1003629	19120	removal of 1 or more breast growth, open procedure
1003631	19125	removal of breast growth, open procedure
